Area(23 Markets),Country/Area(23 Markets),Purpose_of_visit_to_Japan,Year,Visitor Arrivals
East Asia,Taiwan,Business,2015,118.696
East Asia,Taiwan,Business,2016,118.754
East Asia,Taiwan,Business,2017,125.149
East Asia,Taiwan,Business,2018,126.929
East Asia,Taiwan,Business,2019,122.722
East Asia,Taiwan,Business,2020,15.189
East Asia,Taiwan,Business,2021,590
East Asia,Taiwan,Business,2022,23.640
East Asia,Taiwan,Business,2023,76.563
East Asia,Taiwan,Business,2024,21.985
Southeast Asia & India,India,Business,1992,9.809
Southeast Asia & India,India,Business,1993,10.691
Southeast Asia & India,India,Business,1994,11.052
Southeast Asia & India,India,Business,1995,12.741
Southeast Asia & India,India,Business,1996,14.746
Southeast Asia & India,India,Business,1997,17.622
Southeast Asia & India,India,Business,1998,17.696
Southeast Asia & India,India,Business,1999,17.316
Southeast Asia & India,India,Business,2000,19.056
Southeast Asia & India,India,Business,2001,20.376
Southeast Asia & India,India,Business,2002,21.863
Southeast Asia & India,India,Business,2003,21.504
Southeast Asia & India,India,Business,2004,24.175
Southeast Asia & India,India,Business,2005,25.398
Southeast Asia & India,India,Business,2006,26.864
Southeast Asia & India,India,Business,2007,28.233
Southeast Asia & India,India,Business,2008,26.782
Southeast Asia & India,India,Business,2009,21.844
Southeast Asia & India,India,Business,2010,28.917
Southeast Asia & India,India,Business,2011,27.094
Southeast Asia & India,India,Business,2012,32.297
Southeast Asia & India,India,Business,2013,33.159
Southeast Asia & India,India,Business,2014,37.945
Southeast Asia & India,India,Business,2015,40.693
Southeast Asia & India,India,Business,2016,47.358
Southeast Asia & India,India,Business,2017,51.342
Southeast Asia & India,India,Business,2018,58.012
Southeast Asia & India,India,Business,2019,60.552
Southeast Asia & India,India,Business,2020,7.363
Southeast Asia & India,India,Business,2021,449
Southeast Asia & India,India,Business,2022,15.882
Southeast Asia & India,India,Business,2023,41.138
Southeast Asia & India,India,Business,2024,10.429
Southeast Asia & India,Indonesia,Business,1992,8.197
Southeast Asia & India,Indonesia,Business,1993,8.455
Southeast Asia & India,Indonesia,Business,1994,8.934
Southeast Asia & India,Indonesia,Business,1995,9.841
Southeast Asia & India,Indonesia,Business,1996,11.040
Southeast Asia & India,Indonesia,Business,1997,13.016
Southeast Asia & India,Indonesia,Business,1998,6.265
Southeast Asia & India,Indonesia,Business,1999,8.439
Southeast Asia & India,Indonesia,Business,2000,10.034
Southeast Asia & India,Indonesia,Business,2001,9.982
Southeast Asia & India,Indonesia,Business,2002,9.294
Southeast Asia & India,Indonesia,Business,2003,9.832
Southeast Asia & India,Indonesia,Business,2004,9.960
Southeast Asia & India,Indonesia,Business,2005,10.953
Southeast Asia & India,Indonesia,Business,2006,10.954
Southeast Asia & India,Indonesia,Business,2007,12.065
Southeast Asia & India,Indonesia,Business,2008,11.752
Southeast Asia & India,Indonesia,Business,2009,9.759
Southeast Asia & India,Indonesia,Business,2010,12.943
Southeast Asia & India,Indonesia,Business,2011,13.262
Southeast Asia & India,Indonesia,Business,2012,17.445
Southeast Asia & India,Indonesia,Business,2013,18.323
Southeast Asia & India,Indonesia,Business,2014,19.017
Southeast Asia & India,Indonesia,Business,2015,18.574
Southeast Asia & India,Indonesia,Business,2016,25.398
Southeast Asia & India,Indonesia,Business,2017,28.302
Southeast Asia & India,Indonesia,Business,2018,28.594
Southeast Asia & India,Indonesia,Business,2019,27.900
Southeast Asia & India,Indonesia,Business,2020,3.358
Southeast Asia & India,Indonesia,Business,2021,142
Southeast Asia & India,Indonesia,Business,2022,8.898
Southeast Asia & India,Indonesia,Business,2023,16.163
Southeast Asia & India,Indonesia,Business,2024,3.245
Southeast Asia & India,Malaysia,Business,1992,17.487
Southeast Asia & India,Malaysia,Business,1993,15.507
Southeast Asia & India,Malaysia,Business,1994,15.491
Southeast Asia & India,Malaysia,Business,1995,18.475
Southeast Asia & India,Malaysia,Business,1996,21.084
Southeast Asia & India,Malaysia,Business,1997,23.219
Southeast Asia & India,Malaysia,Business,1998,17.496
Southeast Asia & India,Malaysia,Business,1999,20.613
Southeast Asia & India,Malaysia,Business,2000,24.702
Southeast Asia & India,Malaysia,Business,2001,23.243
Southeast Asia & India,Malaysia,Business,2002,22.689
Southeast Asia & India,Malaysia,Business,2003,23.690
Southeast Asia & India,Malaysia,Business,2004,25.391
Southeast Asia & India,Malaysia,Business,2005,27.915
Southeast Asia & India,Malaysia,Business,2006,29.090
Southeast Asia & India,Malaysia,Business,2007,30.327
Southeast Asia & India,Malaysia,Business,2008,26.821
Southeast Asia & India,Malaysia,Business,2009,20.131
Southeast Asia & India,Malaysia,Business,2010,24.974
Southeast Asia & India,Malaysia,Business,2011,20.824
Southeast Asia & India,Malaysia,Business,2012,24.975
Southeast Asia & India,Malaysia,Business,2013,25.620
Southeast Asia & India,Malaysia,Business,2014,26.555
Southeast Asia & India,Malaysia,Business,2015,26.879
Southeast Asia & India,Malaysia,Business,2016,26.363
Southeast Asia & India,Malaysia,Business,2017,27.328
Southeast Asia & India,Malaysia,Business,2018,27.355
Southeast Asia & India,Malaysia,Business,2019,27.271
Southeast Asia & India,Malaysia,Business,2020,3.821
Southeast Asia & India,Malaysia,Business,2021,260
Southeast Asia & India,Malaysia,Business,2022,9.202
Southeast Asia & India,Malaysia,Business,2023,15.459
Southeast Asia & India,Malaysia,Business,2024,3.637
Southeast Asia & India,Philippines,Business,1992,8.911
Southeast Asia & India,Philippines,Business,1993,9.386
Southeast Asia & India,Philippines,Business,1994,10.490
Southeast Asia & India,Philippines,Business,1995,12.019
Southeast Asia & India,Philippines,Business,1996,12.921
Southeast Asia & India,Philippines,Business,1997,14.289
Southeast Asia & India,Philippines,Business,1998,12.121
Southeast Asia & India,Philippines,Business,1999,13.105
Southeast Asia & India,Philippines,Business,2000,13.562
Southeast Asia & India,Philippines,Business,2001,13.623
Southeast Asia & India,Philippines,Business,2002,12.889
Southeast Asia & India,Philippines,Business,2003,12.579
Southeast Asia & India,Philippines,Business,2004,14.426
Southeast Asia & India,Philippines,Business,2005,16.997
Southeast Asia & India,Philippines,Business,2006,17.352
Southeast Asia & India,Philippines,Business,2007,18.930
Southeast Asia & India,Philippines,Business,2008,17.526
Southeast Asia & India,Philippines,Business,2009,12.840
Southeast Asia & India,Philippines,Business,2010,14.165
Southeast Asia & India,Philippines,Business,2011,12.867
Southeast Asia & India,Philippines,Business,2012,15.470
Southeast Asia & India,Philippines,Business,2013,17.257
Southeast Asia & India,Philippines,Business,2014,21.005
Southeast Asia & India,Philippines,Business,2015,23.312
Southeast Asia & India,Philippines,Business,2016,25.317
Southeast Asia & India,Philippines,Business,2017,26.382
Southeast Asia & India,Philippines,Business,2018,26.877
Southeast Asia & India,Philippines,Business,2019,29.451
Southeast Asia & India,Philippines,Business,2020,5.129
Southeast Asia & India,Philippines,Business,2021,247
Southeast Asia & India,Philippines,Business,2022,9.429
Southeast Asia & India,Philippines,Business,2023,42.158
Southeast Asia & India,Philippines,Business,2024,13.862
Southeast Asia & India,Singapore,Business,1992,13.783
Southeast Asia & India,Singapore,Business,1993,13.476
Southeast Asia & India,Singapore,Business,1994,14.444
Southeast Asia & India,Singapore,Business,1995,15.554
Southeast Asia & India,Singapore,Business,1996,17.057
Southeast Asia & India,Singapore,Business,1997,20.366
Southeast Asia & India,Singapore,Business,1998,19.414
Southeast Asia & India,Singapore,Business,1999,22.366
Southeast Asia & India,Singapore,Business,2000,26.277
Southeast Asia & India,Singapore,Business,2001,23.180
Southeast Asia & India,Singapore,Business,2002,23.186
Southeast Asia & India,Singapore,Business,2003,22.396
Southeast Asia & India,Singapore,Business,2004,24.518
Southeast Asia & India,Singapore,Business,2005,26.916
Southeast Asia & India,Singapore,Business,2006,28.356
Southeast Asia & India,Singapore,Business,2007,29.676
Southeast Asia & India,Singapore,Business,2008,27.658
Southeast Asia & India,Singapore,Business,2009,21.075
Southeast Asia & India,Singapore,Business,2010,26.590
Southeast Asia & India,Singapore,Business,2011,22.227
Southeast Asia & India,Singapore,Business,2012,26.486
Southeast Asia & India,Singapore,Business,2013,27.371
Southeast Asia & India,Singapore,Business,2014,30.356
Southeast Asia & India,Singapore,Business,2015,32.236
Southeast Asia & India,Singapore,Business,2016,33.317
Southeast Asia & India,Singapore,Business,2017,34.467
Southeast Asia & India,Singapore,Business,2018,35.311
Southeast Asia & India,Singapore,Business,2019,36.449
Southeast Asia & India,Singapore,Business,2020,4.130
Southeast Asia & India,Singapore,Business,2021,126
Southeast Asia & India,Singapore,Business,2022,12.721
Southeast Asia & India,Singapore,Business,2023,21.505
Southeast Asia & India,Singapore,Business,2024,5.481
Southeast Asia & India,Thailand,Business,1992,23.115
Southeast Asia & India,Thailand,Business,1993,21.891
Southeast Asia & India,Thailand,Business,1994,21.755
Southeast Asia & India,Thailand,Business,1995,21.593
Southeast Asia & India,Thailand,Business,1996,23.791
Southeast Asia & India,Thailand,Business,1997,21.195
Southeast Asia & India,Thailand,Business,1998,15.202
Southeast Asia & India,Thailand,Business,1999,18.287
Southeast Asia & India,Thailand,Business,2000,21.390
Southeast Asia & India,Thailand,Business,2001,21.664
Southeast Asia & India,Thailand,Business,2002,22.122
Southeast Asia & India,Thailand,Business,2003,23.838
Southeast Asia & India,Thailand,Business,2004,28.308
Southeast Asia & India,Thailand,Business,2005,29.633
Southeast Asia & India,Thailand,Business,2006,31.287
Southeast Asia & India,Thailand,Business,2007,33.227
Southeast Asia & India,Thailand,Business,2008,31.711
Southeast Asia & India,Thailand,Business,2009,24.816
Southeast Asia & India,Thailand,Business,2010,30.661
Southeast Asia & India,Thailand,Business,2011,27.886
Southeast Asia & India,Thailand,Business,2012,36.459
Southeast Asia & India,Thailand,Business,2013,37.683
Southeast Asia & India,Thailand,Business,2014,35.455
Southeast Asia & India,Thailand,Business,2015,34.682
Southeast Asia & India,Thailand,Business,2016,36.403
Southeast Asia & India,Thailand,Business,2017,38.987
Southeast Asia & India,Thailand,Business,2018,40.394
Southeast Asia & India,Thailand,Business,2019,38.179
Southeast Asia & India,Thailand,Business,2020,6.068
Southeast Asia & India,Thailand,Business,2021,354
Southeast Asia & India,Thailand,Business,2022,13.577
Southeast Asia & India,Thailand,Business,2023,23.786
Southeast Asia & India,Thailand,Business,2024,6.296
Southeast Asia & India,Vietnam,Business,1992,818
Southeast Asia & India,Vietnam,Business,1993,1.159
Southeast Asia & India,Vietnam,Business,1994,1.469
Southeast Asia & India,Vietnam,Business,1995,2.079
Southeast Asia & India,Vietnam,Business,1996,2.339
Southeast Asia & India,Vietnam,Business,1997,2.642
Southeast Asia & India,Vietnam,Business,1998,2.627
Southeast Asia & India,Vietnam,Business,1999,2.859
Southeast Asia & India,Vietnam,Business,2000,3.290
Southeast Asia & India,Vietnam,Business,2001,3.440
Southeast Asia & India,Vietnam,Business,2002,3.470
Southeast Asia & India,Vietnam,Business,2003,3.806
Southeast Asia & India,Vietnam,Business,2004,4.916
Southeast Asia & India,Vietnam,Business,2005,5.878
Southeast Asia & India,Vietnam,Business,2006,7.221
Southeast Asia & India,Vietnam,Business,2007,9.189
Southeast Asia & India,Vietnam,Business,2008,7.693
Southeast Asia & India,Vietnam,Business,2009,7.395
Southeast Asia & India,Vietnam,Business,2010,9.031
Southeast Asia & India,Vietnam,Business,2011,8.757
Southeast Asia & India,Vietnam,Business,2012,11.321
Southeast Asia & India,Vietnam,Business,2013,14.265
Southeast Asia & India,Vietnam,Business,2014,20.240
Southeast Asia & India,Vietnam,Business,2015,23.531
Southeast Asia & India,Vietnam,Business,2016,29.017
Southeast Asia & India,Vietnam,Business,2017,33.399
Southeast Asia & India,Vietnam,Business,2018,37.188
Southeast Asia & India,Vietnam,Business,2019,39.615
Southeast Asia & India,Vietnam,Business,2020,5.295
Southeast Asia & India,Vietnam,Business,2021,300
Southeast Asia & India,Vietnam,Business,2022,12.896
Southeast Asia & India,Vietnam,Business,2023,33.816
Southeast Asia & India,Vietnam,Business,2024,7.574
Others,Others,Business,1992,62.879
Others,Others,Business,1993,61.819
Others,Others,Business,1994,63.210
Others,Others,Business,1995,69.218
Others,Others,Business,1996,73.687
Others,Others,Business,1997,83.717
Others,Others,Business,1998,82.126
Others,Others,Business,1999,81.522
Others,Others,Business,2000,85.182
Others,Others,Business,2001,83.174
Others,Others,Business,2002,83.544
Others,Others,Business,2003,79.114
Others,Others,Business,2004,86.821
Others,Others,Business,2005,95.764
Others,Others,Business,2006,98.554
Others,Others,Business,2007,102.429
Others,Others,Business,2008,91.988
Others,Others,Business,2009,75.512
Others,Others,Business,2010,83.562
Others,Others,Business,2011,74.397
Others,Others,Business,2012,88.898
Others,Others,Business,2013,92.694
Others,Others,Business,2014,96.217
Others,Others,Business,2015,100.188
Others,Others,Business,2016,112.935
Others,Others,Business,2017,121.963
Others,Others,Business,2018,129.774
Others,Others,Business,2019,133.606
Others,Others,Business,2020,19.666
Others,Others,Business,2021,4.515
Others,Others,Business,2022,50.710
Others,Others,Business,2023,98.354
Others,Others,Business,2024,22.825
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1992,17.034
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1993,18.034
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1994,19.152
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1995,19.958
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1996,21.249
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1997,23.815
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1998,24.987
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,1999,30.389
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2000,33.132
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2001,32.918
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2002,33.263
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2003,32.782
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2004,32.414
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2005,33.075
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2006,34.598
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2007,36.260
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2008,32.741
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2009,27.124
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2010,30.653
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2011,26.237
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2012,30.264
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2013,30.732
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2014,31.251
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2015,32.883
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2016,33.598
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2017,34.507
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2018,33.582
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2019,34.195
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2020,4.260
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2021,182
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2022,12.002
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2023,21.767
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Business,2024,4.832
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1992,15.464
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1993,15.588
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1994,16.306
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1995,18.187
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1996,20.246
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1997,23.454
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1998,23.166
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,1999,23.390
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2000,25.828
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2001,24.484
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2002,24.461
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2003,22.410
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2004,22.929
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2005,24.010
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2006,24.857
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2007,25.939
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2008,23.162
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2009,18.570
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2010,20.289
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2011,18.008
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2012,21.122
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2013,20.707
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2014,21.150
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2015,21.457
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2016,21.288
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2017,21.857
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2018,21.917
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2019,22.334
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2020,2.827
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2021,282
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2022,6.021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2023,11.330
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Business,2024,2.690
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1992,21.770
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1993,20.627
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1994,22.228
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1995,25.419
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1996,27.967
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1997,29.164
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1998,29.646
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,1999,31.651
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2000,37.501
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2001,37.281
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2002,37.788
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2003,35.605
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2004,37.111
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2005,40.822
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2006,41.568
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2007,43.515
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2008,41.127
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2009,32.127
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2010,37.364
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2011,31.987
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2012,37.400
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2013,37.693
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2014,40.740
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2015,42.755
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2016,43.900
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2017,44.691
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2018,43.224
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2019,42.445
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2020,5.495
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2021,665
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2022,13.884
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2023,23.391
Europe & Nordic Countries & Americas & Australia & Middle East,France,Business,2024,5.871
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1992,29.437
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1993,28.727
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1994,29.395
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1995,34.867
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1996,38.760
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1997,41.464
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1998,39.915
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,1999,42.167
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2000,45.569
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2001,45.572
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2002,49.095
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2003,49.923
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2004,52.780
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2005,59.458
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2006,61.501
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2007,63.947
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2008,61.086
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2009,45.251
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2010,52.548
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2011,44.062
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2012,53.494
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2013,54.693
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2014,58.131
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2015,60.047
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2016,60.764
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2017,59.842
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2018,57.883
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2019,53.946
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2020,7.034
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2021,715
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2022,19.218
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2023,30.300
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Business,2024,7.347
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1992,13.858
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1993,12.063
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1994,12.199
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1995,13.158
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1996,15.053
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1997,16.434
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1998,15.046
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,1999,14.783
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2000,16.182
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2001,17.189
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2002,17.003
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2003,15.622
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2004,16.458
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2005,17.554
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2006,18.277
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2007,18.540
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2008,17.438
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2009,14.376
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2010,15.595
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2011,12.875
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2012,17.167
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2013,18.261
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2014,19.162
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2015,20.306
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2016,21.111
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2017,21.915
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2018,22.166
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2019,22.086
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2020,2.735
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2021,333
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2022,7.976
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2023,14.232
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Business,2024,3.424
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1992,1.665
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1993,1.815
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1994,1.887
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1995,1.796
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1996,2.045
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1997,2.524
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1998,2.769
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,1999,2.428
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2000,2.831
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2001,2.352
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2002,3.111
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2003,2.793
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2004,3.648
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2005,3.710
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2006,3.816
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2007,4.113
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2008,3.445
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2009,1.927
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2010,2.864
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2011,2.797
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2012,3.427
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2013,3.812
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2014,4.037
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2015,4.587
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2016,4.985
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2017,5.353
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Business,2018,5.052
