"Date","Price","Open","High","Low","Vol.","Change %"
"02/21/2013","122.76","124.36","124.72","122.21","","-1.29%"
"02/20/2013","124.36","125.25","125.91","124.12","","-0.69%"
"02/19/2013","125.23","125.46","125.52","124.51","","-0.17%"
"02/18/2013","125.44","125.07","125.90","124.94","","0.35%"
"02/15/2013","125.00","123.95","125.28","122.85","","0.81%"
"02/14/2013","124.00","125.67","125.98","123.77","","-1.34%"
"02/13/2013","125.68","125.70","126.60","124.72","","-0.08%"
"02/12/2013","125.78","126.37","126.97","124.96","","-0.15%"
"02/11/2013","125.97","123.92","125.98","123.44","","1.65%"
"02/08/2013","123.93","125.38","125.60","123.38","","-1.13%"
"02/07/2013","125.35","126.48","127.50","124.44","","-0.89%"
"02/06/2013","126.48","127.14","127.73","125.92","","-0.46%"
"02/05/2013","127.06","124.70","127.18","123.98","","1.81%"
"02/04/2013","124.80","126.53","126.87","124.57","","-1.48%"
"02/01/2013","126.67","124.26","126.98","124.22","","1.89%"
"01/31/2013","124.32","123.60","124.40","122.92","","0.65%"
"01/30/2013","123.52","122.40","123.91","122.24","","0.87%"
"01/29/2013","122.45","122.08","122.58","121.18","","0.26%"
"01/28/2013","122.13","122.48","122.91","121.58","","-0.18%"
"01/25/2013","122.35","120.92","122.79","120.61","","1.21%"
"01/24/2013","120.89","118.02","121.07","117.55","","2.30%"
"01/23/2013","118.17","118.12","118.33","117.00","","-0.01%"
"01/22/2013","118.18","119.33","120.17","117.30","","-0.95%"
"01/21/2013","119.31","119.93","120.27","118.83","","-0.55%"
"01/18/2013","119.97","120.25","120.70","119.32","","-0.21%"
"01/17/2013","120.22","117.43","120.62","116.97","","2.31%"
"01/16/2013","117.50","118.11","118.26","116.42","","-0.46%"
"01/15/2013","118.04","119.57","119.99","117.59","","-1.34%"
"01/14/2013","119.64","119.30","120.15","118.84","","0.53%"
"01/11/2013","119.01","117.53","119.34","117.47","","1.35%"
"01/10/2013","117.43","114.73","117.59","114.68","","2.41%"
"01/09/2013","114.67","113.80","115.05","113.54","","0.61%"
"01/08/2013","113.98","115.13","115.25","113.59","","-1.02%"
"01/07/2013","115.16","115.22","115.60","114.06","","-0.08%"
"01/04/2013","115.25","113.80","115.42","113.76","","1.22%"
"01/03/2013","113.86","115.00","115.22","113.60","","-1.03%"
"01/02/2013","115.05","114.40","116.03","114.15","","0.73%"
"01/01/2013","114.22","114.39","114.66","114.13","","-0.24%"
"12/31/2012","114.50","113.31","114.56","113.27","","0.64%"
